sis 0 v = -0.036956
sis 0 i = -2.344903
sis 0 t = 0.012891
sis 0 p = 65100
sis 0 v = -0.038423
sis 0 i = -2.331052
sis 0 t = 0.012964
sis 0 p = 65050
sis 0 v = -0.036257
sis 0 i = -2.317201
sis 0 t = 0.012537
sis 0 p = 65000
sis 0 v = -0.037165
sis 0 i = -2.182156
sis 0 t = 0.013403
sis 0 p = 64950
sis 0 v = -0.037724
sis 0 i = -2.493799
sis 0 t = 0.012854
sis 0 p = 64900
sis 0 v = -0.034790
sis 0 i = -2.514575
sis 0 t = 0.012891
sis 0 p = 64850
sis 0 v = -0.034720
sis 0 i = -2.469560
sis 0 t = 0.013367
sis 0 p = 64800
sis 0 v = -0.032625
sis 0 i = -2.597680
sis 0 t = 0.012256
sis 0 p = 64750
sis 0 v = -0.033463
sis 0 i = -2.324127
sis 0 t = 0.012708
sis 0 p = 64700
sis 0 v = -0.032904
sis 0 i = -2.310276
sis 0 t = 0.012903
sis 0 p = 64650
sis 0 v = -0.030878
sis 0 i = -2.341440
sis 0 t = 0.012500
sis 0 p = 64600
sis 0 v = -0.032764
sis 0 i = -2.282574
sis 0 t = 0.013306
sis 0 p = 64550
sis 0 v = -0.030040
sis 0 i = -2.486873
sis 0 t = 0.012866
sis 0 p = 64500
sis 0 v = -0.027316
sis 0 i = -2.486873
sis 0 t = 0.013135
sis 0 p = 64450
sis 0 v = -0.026547
sis 0 i = -2.466097
sis 0 t = 0.013342
sis 0 p = 64400
sis 0 v = -0.022775
sis 0 i = -2.608068
sis 0 t = 0.012573
sis 0 p = 64350
sis 0 v = -0.023194
sis 0 i = -2.344903
sis 0 t = 0.013220
sis 0 p = 64300
sis 0 v = -0.020400
sis 0 i = -2.327589
sis 0 t = 0.012732
sis 0 p = 64250
sis 0 v = -0.019771
sis 0 i = -2.379530
sis 0 t = 0.012476
sis 0 p = 64200
sis 0 v = -0.020400
sis 0 i = -2.247947
sis 0 t = 0.013257
sis 0 p = 64150
sis 0 v = -0.016907
sis 0 i = -2.497262
sis 0 t = 0.012610
sis 0 p = 64100
sis 0 v = -0.014811
sis 0 i = -2.459172
sis 0 t = 0.013049
sis 0 p = 64050
sis 0 v = -0.012576
sis 0 i = -2.403769
sis 0 t = 0.013208
sis 0 p = 64000
sis 0 v = -0.007756
sis 0 i = -2.521500
sis 0 t = 0.012524
sis 0 p = 63950
sis 0 v = -0.006708
sis 0 i = -2.310276
sis 0 t = 0.013049
sis 0 p = 63900
sis 0 v = -0.005800
sis 0 i = -2.358754
sis 0 t = 0.013086
sis 0 p = 63850
sis 0 v = -0.004473
sis 0 i = -2.424545
sis 0 t = 0.012390
sis 0 p = 63800
sis 0 v = -0.002238
sis 0 i = -2.223708
sis 0 t = 0.013147
sis 0 p = 63750
sis 0 v = 0.000976
sis 0 i = -2.490336
sis 0 t = 0.012988
sis 0 p = 63700
sis 0 v = 0.001605
sis 0 i = -2.393381
sis 0 t = 0.012842
sis 0 p = 63650
sis 0 v = 0.008171
sis 0 i = -2.358754
sis 0 t = 0.013586
sis 0 p = 63600
sis 0 v = 0.009847
sis 0 i = -2.483411
sis 0 t = 0.012598
sis 0 p = 63550
sis 0 v = 0.013899
sis 0 i = -2.410694
sis 0 t = 0.013086
sis 0 p = 63500
sis 0 v = 0.015925
sis 0 i = -2.386455
sis 0 t = 0.012878
sis 0 p = 63450
sis 0 v = 0.019488
sis 0 i = -2.466097
sis 0 t = 0.012390
sis 0 p = 63400
sis 0 v = 0.020885
sis 0 i = -2.358754
sis 0 t = 0.013354
sis 0 p = 63350
sis 0 v = 0.022282
sis 0 i = -2.417620
sis 0 t = 0.012866
sis 0 p = 63300
sis 0 v = 0.027661
sis 0 i = -2.421082
sis 0 t = 0.012842
sis 0 p = 63250
sis 0 v = 0.030874
sis 0 i = -2.331052
sis 0 t = 0.013391
sis 0 p = 63200
sis 0 v = 0.033528
sis 0 i = -2.493799
sis 0 t = 0.012781
sis 0 p = 63150
sis 0 v = 0.039466
sis 0 i = -2.428008
sis 0 t = 0.012793
sis 0 p = 63100
sis 0 v = 0.041213
sis 0 i = -2.441858
sis 0 t = 0.013135
sis 0 p = 63050
sis 0 v = 0.044496
sis 0 i = -2.493799
sis 0 t = 0.012537
sis 0 p = 63000
sis 0 v = 0.048967
sis 0 i = -2.331052
sis 0 t = 0.013049
sis 0 p = 62950
sis 0 v = 0.051062
sis 0 i = -2.372604
sis 0 t = 0.012659
sis 0 p = 62900
sis 0 v = 0.057209
sis 0 i = -2.407231
sis 0 t = 0.012573
sis 0 p = 62850
sis 0 v = 0.058746
sis 0 i = -2.279112
sis 0 t = 0.013354
sis 0 p = 62800
sis 0 v = 0.062658
sis 0 i = -2.511112
sis 0 t = 0.012500
sis 0 p = 62750
sis 0 v = 0.070482
sis 0 i = -2.441858
sis 0 t = 0.013049
sis 0 p = 62700
sis 0 v = 0.071879
sis 0 i = -2.473023
sis 0 t = 0.013245
sis 0 p = 62650
sis 0 v = 0.077957
sis 0 i = -2.628844
sis 0 t = 0.012341
sis 0 p = 62600
sis 0 v = 0.079214
sis 0 i = -2.365679
sis 0 t = 0.013257
sis 0 p = 62550
sis 0 v = 0.082846
sis 0 i = -2.327589
sis 0 t = 0.012854
sis 0 p = 62500
sis 0 v = 0.088924
sis 0 i = -2.379530
sis 0 t = 0.012622
sis 0 p = 62450
sis 0 v = 0.091718
sis 0 i = -2.213320
sis 0 t = 0.013354
sis 0 p = 62400
sis 0 v = 0.096468
sis 0 i = -2.514575
sis 0 t = 0.012781
sis 0 p = 62350
sis 0 v = 0.102685
sis 0 i = -2.448784
sis 0 t = 0.013269
sis 0 p = 62300
sis 0 v = 0.105060
sis 0 i = -2.434933
sis 0 t = 0.013281
sis 0 p = 62250
sis 0 v = 0.111278
sis 0 i = -2.601142
sis 0 t = 0.012671
sis 0 p = 62200
sis 0 v = 0.115609
sis 0 i = -2.355291
sis 0 t = 0.012817
sis 0 p = 62150
sis 0 v = 0.119241
sis 0 i = -2.351828
sis 0 t = 0.012805
sis 0 p = 62100
sis 0 v = 0.124899
sis 0 i = -2.358754
sis 0 t = 0.012488
sis 0 p = 62050
sis 0 v = 0.127624
sis 0 i = -2.265261
sis 0 t = 0.013318
sis 0 p = 62000
sis 0 v = 0.133492
sis 0 i = -2.500724
sis 0 t = 0.012927
sis 0 p = 61950
sis 0 v = 0.139499
sis 0 i = -2.486873
sis 0 t = 0.012915
sis 0 p = 61900
sis 0 v = 0.143062
sis 0 i = -2.486873
sis 0 t = 0.013123
sis 0 p = 61850
sis 0 v = 0.151654
sis 0 i = -2.663471
sis 0 t = 0.012463
sis 0 p = 61800
sis 0 v = 0.154728
sis 0 i = -2.317201
sis 0 t = 0.013110
sis 0 p = 61750
sis 0 v = 0.158709
sis 0 i = -2.310276
sis 0 t = 0.012927
sis 0 p = 61700
sis 0 v = 0.165905
sis 0 i = -2.324127
sis 0 t = 0.012598
sis 0 p = 61650
sis 0 v = 0.168629
sis 0 i = -2.254873
sis 0 t = 0.013293
sis 0 p = 61600
sis 0 v = 0.174217
sis 0 i = -2.500724
sis 0 t = 0.012842
sis 0 p = 61550
sis 0 v = 0.182460
sis 0 i = -2.486873
sis 0 t = 0.013013
sis 0 p = 61500
sis 0 v = 0.182041
sis 0 i = -2.528426
sis 0 t = 0.013367
sis 0 p = 61450
sis 0 v = 0.183089
sis 0 i = -2.580366
sis 0 t = 0.012500
sis 0 p = 61400
sis 0 v = 0.183089
sis 0 i = -2.313739
sis 0 t = 0.013098
sis 0 p = 61350
sis 0 v = 0.181063
sis 0 i = -2.348365
sis 0 t = 0.012695
sis 0 p = 61300
sis 0 v = 0.181133
sis 0 i = -2.407231
sis 0 t = 0.012451
sis 0 p = 61250
sis 0 v = 0.179107
sis 0 i = -2.192544
sis 0 t = 0.013367
sis 0 p = 61200
sis 0 v = 0.177920
sis 0 i = -2.507649
sis 0 t = 0.012878
sis 0 p = 61150
sis 0 v = 0.181622
sis 0 i = -2.483411
sis 0 t = 0.013074
sis 0 p = 61100
sis 0 v = 0.179946
sis 0 i = -2.452246
sis 0 t = 0.013501
sis 0 p = 61050
sis 0 v = 0.180574
sis 0 i = -2.559590
sis 0 t = 0.012769
sis 0 p = 61000
sis 0 v = 0.183927
sis 0 i = -2.389918
sis 0 t = 0.012878
sis 0 p = 60950
sis 0 v = 0.179876
sis 0 i = -2.313739
sis 0 t = 0.012878
sis 0 p = 60900
sis 0 v = 0.180155
sis 0 i = -2.351828
sis 0 t = 0.012500
sis 0 p = 60850
sis 0 v = 0.178479
sis 0 i = -2.209858
sis 0 t = 0.013184
sis 0 p = 60800
sis 0 v = 0.177151
sis 0 i = -2.448784
sis 0 t = 0.012756
sis 0 p = 60750
sis 0 v = 0.181971
sis 0 i = -2.452246
sis 0 t = 0.013074
sis 0 p = 60700
sis 0 v = 0.179457
sis 0 i = -2.379530
sis 0 t = 0.013403
sis 0 p = 60650
sis 0 v = 0.182810
sis 0 i = -2.535351
sis 0 t = 0.012512
